2021/03/12 14:58:36 ======================================================
2021/03/12 14:59:39 ======================================================
2021/03/12 15:06:22 ======================================================
2021/03/12 15:10:40 Epoch#0: total loss=669.3093
2021/03/12 15:15:05 Epoch#1: total loss=2.3038
2021/03/12 15:19:31 Epoch#2: total loss=2.3035
2021/03/12 21:48:01 ======================================================
2021/03/12 21:48:33 Epoch#0: total training loss=2.2871, total training accuracy=0.1212, total test loss=2.2437, test accuracy=0.1700 
2021/03/22 09:45:42 Epoch#2: total training loss=1.2947, total training accuracy=0.5687, total test loss=1.1840, test accuracy=0.6400 
2021/03/22 09:46:31 Epoch#3: total training loss=0.8463, total training accuracy=0.7362, total test loss=0.9361, test accuracy=0.6900 
2021/03/22 09:47:20 Epoch#4: total training loss=0.5506, total training accuracy=0.8175, total test loss=0.6933, test accuracy=0.7750 
2021/03/22 09:48:09 Epoch#5: total training loss=0.4398, total training accuracy=0.8550, total test loss=0.7879, test accuracy=0.7900 
2021/03/22 09:48:58 Epoch#6: total training loss=0.3939, total training accuracy=0.8762, total test loss=0.7953, test accuracy=0.8000 
2021/03/22 11:24:52 ======================================================
2021/03/22 11:25:44 Epoch#0: total training loss=2.2950, total training accuracy=0.1288, total test loss=2.2741, test accuracy=0.2000 
2021/03/22 11:26:37 Epoch#1: total training loss=2.1420, total training accuracy=0.2812, total test loss=1.8662, test accuracy=0.3250 
2021/03/22 12:22:56 ======================================================
2021/03/22 12:23:50 Epoch#0: total training loss=2.2710, total training accuracy=0.1888, total test loss=2.1525, test accuracy=0.3550 
2021/03/22 12:24:41 Epoch#1: total training loss=1.8574, total training accuracy=0.3588, total test loss=1.4467, test accuracy=0.5000 
2021/03/22 12:25:33 Epoch#2: total training loss=1.2631, total training accuracy=0.6050, total test loss=1.1456, test accuracy=0.6350 
2021/03/22 12:26:24 Epoch#3: total training loss=0.8621, total training accuracy=0.7013, total test loss=0.9221, test accuracy=0.7250 
2021/03/22 12:27:16 Epoch#4: total training loss=0.6319, total training accuracy=0.7925, total test loss=1.1299, test accuracy=0.6900 
2021/03/22 12:28:08 Epoch#5: total training loss=0.4737, total training accuracy=0.8400, total test loss=0.9093, test accuracy=0.7750 
2021/03/22 12:29:00 Epoch#6: total training loss=0.3033, total training accuracy=0.8825, total test loss=0.7191, test accuracy=0.7950 
2021/03/22 12:29:53 Epoch#7: total training loss=0.2258, total training accuracy=0.9150, total test loss=0.7779, test accuracy=0.8200 
2021/03/22 12:30:45 Epoch#8: total training loss=0.1934, total training accuracy=0.9363, total test loss=0.7594, test accuracy=0.8450 
2021/03/22 12:31:36 Epoch#9: total training loss=0.1308, total training accuracy=0.9587, total test loss=0.7271, test accuracy=0.8400 
2021/03/22 12:32:28 Epoch#10: total training loss=0.0535, total training accuracy=0.9825, total test loss=0.7566, test accuracy=0.8250 
2021/03/22 12:33:20 Epoch#11: total training loss=0.0512, total training accuracy=0.9812, total test loss=0.6235, test accuracy=0.8500 
2021/03/22 12:34:12 Epoch#12: total training loss=0.0471, total training accuracy=0.9812, total test loss=0.8398, test accuracy=0.8500 
2021/03/22 12:35:03 Epoch#13: total training loss=0.1332, total training accuracy=0.9563, total test loss=0.9454, test accuracy=0.8100 
2021/03/22 12:35:54 Epoch#14: total training loss=0.0704, total training accuracy=0.9738, total test loss=0.5721, test accuracy=0.8850 
2021/03/22 12:36:46 Epoch#15: total training loss=0.0255, total training accuracy=0.9925, total test loss=0.6532, test accuracy=0.8650 
2021/03/22 12:37:38 Epoch#16: total training loss=0.1140, total training accuracy=0.9663, total test loss=0.5666, test accuracy=0.8550 
2021/03/22 12:38:30 Epoch#17: total training loss=0.0170, total training accuracy=0.9975, total test loss=0.6175, test accuracy=0.8650 
2021/03/22 12:39:21 Epoch#18: total training loss=0.0071, total training accuracy=1.0000, total test loss=0.5772, test accuracy=0.8850 
2021/03/22 12:40:13 Epoch#19: total training loss=0.0028, total training accuracy=1.0000, total test loss=0.5882, test accuracy=0.8850 
2021/05/03 08:19:12 ======================================================
2021/05/03 08:20:01 ======================================================
2021/05/03 08:20:41 ======================================================
2021/05/03 08:24:09 Epoch#0: total training loss=2.3027, total training accuracy=0.1013, total test loss=2.3079, test accuracy=0.1200 
2021/05/03 08:27:26 Epoch#1: total training loss=2.2916, total training accuracy=0.1525, total test loss=2.3006, test accuracy=0.1350 
2021/05/03 08:30:49 ======================================================
2021/05/03 08:34:00 ======================================================
2021/05/03 08:38:55 ======================================================
2021/05/03 08:54:21 ======================================================
2021/05/03 08:55:19 ======================================================
2021/05/03 08:59:21 ======================================================
2021/05/03 08:59:55 ======================================================
2021/05/03 15:53:04 ======================================================
